Member,Staked (SHITMOS),Voting power
stars1ddmmtady24ncs5z8k5tuqyvpcfvxjc6ury4t9u,1,0.1251564455569462
stars1dkk0lmjdkp5e0mmy5qf4rsjgd0amcdfv8f8qs0,1,0.1251564455569462
stars1dnl83rxxgg29d7zgwam9sldnr6chtftdvdcvq0,1,0.1251564455569462
stars1dtzvwywfcqeqhhycnnyxa9vycux46zsa25pa90,1,0.1251564455569462
stars1e09gqxzfegmtrjug3epna589umuylzvhcwywzy,1,0.1251564455569462
stars1e0v5qu9hknmtpy3ha0ye9vh2pqvsdn8htuk74z,1,0.1251564455569462
stars1e3jszc8s8j99p56qk597pp08z464mjpq0f7v5n,1,0.1251564455569462
stars1e5pz5fzqq6pl6qchzvdsx9rk562wnsucu9x6h5,1,0.1251564455569462
stars1ecd0cn475y3yqrreg5zk9p62k620dc35uy3g75,1,0.1251564455569462
stars1eesytf0kvrglzjzl4qgw3fdck8khfgrutkcqp8,1,0.1251564455569462
stars1egtnurppfnh7exvzpwu3nrfyw57lmf4dk7la4q,1,0.1251564455569462
stars1ehgps9n084r3qpw67j59ardmmj20zs8p0q238f,1,0.1251564455569462
stars1ejg47nax3ql39hd9zxhnuwjjquzn8hm9aevmfk,1,0.1251564455569462
stars1eln5xqzf7wf5x3h88jmsh9f378mq7matzqemrw,1,0.1251564455569462
stars1f3kdqu4zyqphd40w6ccgpd9y338prk6qulj5sn,1,0.1251564455569462
stars1fcqr6p42lj9zejhk5sn70tml6uv76nkxyvf7qk,1,0.1251564455569462
stars1fgqf6a04vryth6sddymdxtsph6pdp8yzltwrl3,1,0.1251564455569462
stars1fmx87v522l3nsxkf00657e4npujqeg2yeyhzlg,1,0.1251564455569462
stars1g09rpcdrv6986a9kyruwgnzclkq90pdh7z6r85,1,0.1251564455569462
stars1gjej6szndkuaadfsu4u8mhrul6qhyfrqrpdtp8,1,0.1251564455569462
stars1gjpkdlve6j4glhq4csrzeux4azltqejzej6qh6,1,0.1251564455569462
stars1gmc7d4me79d6sg660x8cdmkx3h4xyvxkxtjeq9,1,0.1251564455569462
stars1ha39s5ys3ln0euayxlvasaeuewxlchj67tcv02,1,0.1251564455569462
stars1hd2588kpqgcvt6z7qj5w4gvdah03f6zhdln6pf,1,0.1251564455569462
stars1hheryepdqyamzy4vsh7alcjlwq5k0kfmsusn9v,1,0.1251564455569462
stars1hk39e3l5sz9chh0tymudkuzatj5a5l3xhrfsdg,1,0.1251564455569462
stars1hnzf8c05m55zye3vs72yvw6gexcf7uurtt2he2,1,0.1251564455569462
stars1huwcd2d0v42x5s3y72l0wa69sfd4al8nvsahy9,1,0.1251564455569462
stars1hxhkz9yyv7jfcqgve3j64gvsfzz540kzx5jqqg,1,0.1251564455569462
stars1hzqwj0fj2fjf5wgtwfr6suy07xfud3ksdr5mqh,1,0.1251564455569462
stars1j2q6x22gep0ed8rqs3vpft6wfhuc3ql47yffs2,1,0.1251564455569462
stars1j70r8ptd5th7z96q6ys7sydurzpcenlxy6h2m2,1,0.1251564455569462
stars1jdven2lq8nk6n5qzy2xnrylnf4kzwyrmmvyf69,1,0.1251564455569462
stars1jjgaptenupkvczlxzryjgsnp5t0aktpxnzaw28,1,0.1251564455569462
stars1jt60zstfww6520jhzhzknw8k940jeffh6fxty2,1,0.1251564455569462
stars1k9ng85nlhlc94865c3c0znygr7h3kre56tth8g,1,0.1251564455569462
stars1khfrzy6fgpxu6a7lzj7xs43rsmr4r8ty6xf40u,1,0.1251564455569462
stars1ksej9u0tq7v9qz8yww09qxgxvezurdmaz6t9kf,1,0.1251564455569462
stars1l9afs5q3u4rmm6pwvz5t5nkrppupqw9kkfayqv,1,0.1251564455569462
stars1m7fp3yd2r5h2u4uu02m6nstceranss8vws75t9,1,0.1251564455569462
stars1m8r8m76cqd333jrvg5wdc5vewlul6e2gvvq96w,1,0.1251564455569462
stars1mcw3sw27kfff63uqlg9h5fashc8lnc63p6x8g5,1,0.1251564455569462
stars1metg3ccu0kvjlul5ckc99va5nuvckdyjvl76gg,1,0.1251564455569462
stars1mge6lnd88kvrm0t4088c72q5ue33qhsy7nu2yw,1,0.1251564455569462
stars1mq5h3eqqv328ylxevst4m6ugjgeqpm7yngx26s,1,0.1251564455569462
stars1mtjm4gy9h9h4celvkc7havmqxzcghg4g6zta0g,1,0.1251564455569462
stars1mw6l2gd2l0jt8phz7yz5l7vyfl4h2qpkcvfc7f,1,0.1251564455569462
stars1nkr4nnlfuzqdxg9y60pynx5y0x8668784tl03d,1,0.1251564455569462
stars1p9e6yg6knnlp8aqljecd3tn37fcn89epal8hwz,1,0.1251564455569462
stars1pe8hvlgd5ae3k9r99k569egc8rwujnj8x5fq72,1,0.1251564455569462
stars1pfd23rcs2kc7jte8xxuhz3pzhgcwgwjpr8txyy,1,0.1251564455569462
stars1q0tfewa60enuu8utyjs9w7um58njhd7fpjvryq,1,0.1251564455569462
stars1q65fj0watne60mp36mfhvf4gk0vfdet8c7vxzl,1,0.1251564455569462
stars1q9aj3r93j7c8y2fjc2f8wejq4h3uvj85jpy76c,1,0.1251564455569462
stars1qaqyew9epj6tamypqa3hr0hxn2s5n3ht9dkhzz,1,0.1251564455569462
stars1qykpgnx9w9ezw45qqee3tywzzzn2zzly3vgath,1,0.1251564455569462
stars1r0g0k4l57866nwnmhw577q5td8vq26skz3txwq,1,0.1251564455569462
stars1r25cvjrmgywym6jdrp7flhf3z4s0k9mxhkn6dq,1,0.1251564455569462
stars1rne40npkyad3rvhzxg9q7xp9yg0qn76lcmrl8e,1,0.1251564455569462
stars1s7a943da47ssn83qk8947x420l2muh5zg4ugp2,1,0.1251564455569462
stars1s7j5mgx94p53ryrz8f3wg6psk9zzrtdglmq8rz,1,0.1251564455569462
stars1s9t9jkqvwcwh66c4nya5vxnsntew3wrcfr6c37,1,0.1251564455569462
stars1se7q4hckcr6xmdtgyd90z43awc3e348r9mpr07,1,0.1251564455569462
stars1sl276la7kjp7mh6wnw64v3zenm9l0cjn03nskp,1,0.1251564455569462
stars1smg82dfsvp0zpp59nk5upu7uj7x0h2p9kg2qje,1,0.1251564455569462
stars1srddyxjlrcptylkcfefv774jhhafsvu4qchwmv,1,0.1251564455569462
stars1t4d2wzq57xmkm5kg44megpu3v4wcwvs88mzt2y,1,0.1251564455569462
stars1t9q6jxpjjvtyr0ggyj92tehaxmr92v2nkl9t4z,1,0.1251564455569462
stars1tgfglp00c9susa2r87u8zrnc64ndk9576zs7rx,1,0.1251564455569462
