address,tokenId
stars1wql7l67hc27zsthjvzwx8l3ezy8cx3xjmw05lm,1
stars1wql7l67hc27zsthjvzwx8l3ezy8cx3xjmw05lm,2
stars1wql7l67hc27zsthjvzwx8l3ezy8cx3xjmw05lm,3
stars1wql7l67hc27zsthjvzwx8l3ezy8cx3xjmw05lm,4
stars10ye6wvgm7rssy3jeqnagshm6mpzyzdezqmd8dg,5
stars16hhzpk0tlwm4u67x9nh2rg2gf5y6224368g8fp,6
stars1d7qzele2ssqmg034na2gvgghxg5fxa0waewfgh,7
stars12s7cfwfj3jc8f89cw8ws0jfaux37tyjwj76gl7,8
stars1ykh0uv0rqcnv3cdajqlr2ftrjx4f47dhm7g8sp,9
stars1agn6f0dsw22zda0kvrpadlspkrudmdlu5krk74,10
stars1dkrffvjxkfpv46vzhc2k9vyhr9sfvgl3adxd3u,11
stars1dkrffvjxkfpv46vzhc2k9vyhr9sfvgl3adxd3u,12
stars1jrwcry9jjgzzc5hn84u735r304uwwl3z6fx5hq,13
stars13uhl4tp3flplqpfnwjhz45req2wj2fjzpdnjla,14
stars1f9v2zr08heg520zyq5luklats2rxx4ta0yeug2,15
stars14wv69kzef4lc09p39tn4hpzwu5x8tvdwnvlnrl,16
stars1wv9zw2j23gw72tuf5hq03spe0xtrrkl79gf8ak,17
stars1ykh0uv0rqcnv3cdajqlr2ftrjx4f47dhm7g8sp,18
stars16xkcwuq32zn74mgd55s7lqcv9nwyfwj494vr9e,19
stars1lh6ruf253fhjykdesvfccy0y0vhjque4uwcey3,20
stars1twr3tylgvqz8tz4fq82h590897tz24shfh5r99,21
stars1exjyxs8377ckm7grvlk0hwqv84rl8zcflxdc3l,22
stars16hmvxnw99ay5r8qlz5njxk5nl7g3msjllktgm3,23
stars1e4qkfvwy4qjn4c0s273kn5p5xk6fe93sccfv2p,24
stars1z4yu58vu90np5sh04j3p62vaqwl8y2t0qpl4wx,25
stars15n706sx0euguv00v7fjnhlj5eeew03yhlkq7749j63fqzz3p6nnq4j34n4,26
stars1ehgps9n084r3qpw67j59ardmmj20zs8p0q238f,27
stars16xkcwuq32zn74mgd55s7lqcv9nwyfwj494vr9e,28
stars1pd0px3mg76qgp7rxe6pua90z0ucsd7zlt63jgj,29
stars1zfdh9jslt8ldzwnvw8pkldyx6l9vxkhvzf6a4k,30
stars1y4c5vcqe06n9lqdvu5x974gpajthynydhqmv3l,31
stars1y4c5vcqe06n9lqdvu5x974gpajthynydhqmv3l,32
stars1xf3pq9aywh703eh44vfh6h0g53zlmsf8qmm5nf,33
stars1xf3pq9aywh703eh44vfh6h0g53zlmsf8qmm5nf,34
stars1vce8nxgqdd02hkk63mzh6v7dhk3grputu5q2yl,35
stars1eesytf0kvrglzjzl4qgw3fdck8khfgrutkcqp8,36
stars1ykh0uv0rqcnv3cdajqlr2ftrjx4f47dhm7g8sp,37
stars1228wng0vsu6afsn4f0hv6xchkfefcj7m9vgfkh,38
stars1dkrffvjxkfpv46vzhc2k9vyhr9sfvgl3adxd3u,39
stars1dkrffvjxkfpv46vzhc2k9vyhr9sfvgl3adxd3u,40
stars1pv7plkyzxm0t98gqnmhe5wtd8kht6w8lsgmhy9,41
stars1sle7pxe2m4g0fphvrtyzvek3wqs2509faj4pvx,42
stars1azes8zlagztlwps95mplm39vwpld08d45ejsww,43
stars1t96ly85fpejmmglw0q0lrvlg34g9nyhc0zspx4,44
stars1sle7pxe2m4g0fphvrtyzvek3wqs2509faj4pvx,45
stars16l0lcydppa6ayd9zev0qvym72nhdp46n8s27nw,46
