address,# held,weight,PLEB,CRBRUS,SHITMOS
stars19lhtm9yrpkmnwfufl3tm30tdrchr7w3k9p6ala,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1a54h7el7rgjhn6tj3sq2mtwk77gy2rdwp2ncgr,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14l84dwp5dnruxdfxewkx5qsxx6fjvffuf40rmp,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1czw8kd733420g0wpgt7kptprd2ql9dwzcqnw39,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1t9q6jxpjjvtyr0ggyj92tehaxmr92v2nkl9t4z,2,0.003921569,12263.87843,122310.4314,80.76078431
stars12hz5qf6sgyu37jemuc4dav9vpq2aq0h34u93t2,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1sldmn09mjjnsw7cmrf30048dxguc22hy7enwe5,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1d74f6c7rgyyym57530rc2tt88fnl6wpdcpz6ta,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1sle7pxe2m4g0fphvrtyzvek3wqs2509faj4pvx,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1r4a7427fdnp2cxwv4cjnygaajcgs7f69gakwpr,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1aptm96zt5xq4kf6q386e0mf23j33sekdd53ree,2,0.003921569,12263.87843,122310.4314,80.76078431
stars104aavf30j5uwvw2nnnmnp45hjzx60sdqwvfuqj,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1vce8nxgqdd02hkk63mzh6v7dhk3grputu5q2yl,2,0.003921569,12263.87843,122310.4314,80.76078431
stars12s7cfwfj3jc8f89cw8ws0jfaux37tyjwj76gl7,2,0.003921569,12263.87843,122310.4314,80.76078431
stars125n4hrr20ts0pp0nqpu8yhpakvs8qyerk75geg,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1xk9dsqx5wz44c58e2m5qes2xdgvsc5xg63pdh3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars10qe9qaquelt46cd8a7qcrmu0dv22tjc3jw5avs,2,0.003921569,12263.87843,122310.4314,80.76078431
stars13wst3dq24fpaympcpzf0889wswt3wu7tqpffaa,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1rts33gaex2hnp45yjqzenxk263jmczw0jkgmnm,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1ernjwclnurt8r7fz5ef96h89a3q9jmse7ay37x,2,0.003921569,12263.87843,122310.4314,80.76078431
stars10dmz3m9az53sa59fjmlea7wsjdme95yj0s5xm5,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1u5ymz44e776v2uas3ewvsnc7tkq66fu6m4q7ts,2,0.003921569,12263.87843,122310.4314,80.76078431
stars103verdnv4pzztty50ua7gs5gj25l2gwud4yz2f,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1agn6f0dsw22zda0kvrpadlspkrudmdlu5krk74,2,0.003921569,12263.87843,122310.4314,80.76078431
stars19k3l0z5txzv2w3kr28lhs49dfd65sv63kjfjzu,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14g89jqm5muw6qapnpn2qreqfl9t5yehnw89tf3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1e0v5qu9hknmtpy3ha0ye9vh2pqvsdn8htuk74z,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1r25cvjrmgywym6jdrp7flhf3z4s0k9mxhkn6dq,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1j70r8ptd5th7z96q6ys7sydurzpcenlxy6h2m2,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1k2udl7s6zcyh2qun6077zxwh2vfw7f79glm940,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1ku3yettme828gjwv9z95q6qv85cdq9aecwka9j,2,0.003921569,12263.87843,122310.4314,80.76078431
stars10w6pdxd7d4p9ep4dhjf52aka7lqgfck3slppwy,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1343plscwt4r4x5f9kpmm0r9ev3ulj20v250797,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1z9r97htdqtgnulcuxenxfdt6hhv7twj67t2fvv,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14hw3twds5yjdceeaf4l838dd7kjtpd2vvq7j88,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1dqsmw3sryd4f8ty8sl455ym6usznmdvlryggtz,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1328u42mjw8lxg45m09635yu3qaanjzndvz2r88,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1vqzn2kzjnhvn02x0xc5n3z2wwaw766ascfkjun,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1n9xvdlrhpxj9366xp6f9wal080mrklzhc69wc6,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1kltq0wxecvynstxj9l7wymmlnpga7x4qv42gte,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1eesytf0kvrglzjzl4qgw3fdck8khfgrutkcqp8,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1uxqzsek4tmc483v0dpzjvt0pc5j804g5v2vx3n,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1f3cqss2xwav7wxu993cfj4lldtvqs33lwudlqs,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1nncrk6vanwq3ugyclnymqdhjuq7de85ldk8w4s,2,0.003921569,12263.87843,122310.4314,80.76078431
stars16xqf05lggllk363x7gppll5x8jh7yz89s8jnjp,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14m6vd4kdeh252f4azpw2eajyl9rrh9rc5vcvma,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1y099aycmsx7fr3f5yu0ndkrctatn6dx968yt32,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1fgqf6a04vryth6sddymdxtsph6pdp8yzltwrl3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars186psvp8ykv6zgcemtjryqxemg366727ulerdyz,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1clkntu4pqp3rnz7j0rw7puk3xq3rv2x9pvye45,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1dnl83rxxgg29d7zgwam9sldnr6chtftdvdcvq0,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1wvgwyvqh7gwus8m684jhdhzs85fgtvj26tm8dg,2,0.003921569,12263.87843,122310.4314,80.76078431
stars17ecs6g4w0djsd2xaurx3ss9dque24v24czdene,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1r2ullmtu3nwxxt3fmt6kyq6zq3k2cqyx2cddc8,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1d9w8gquzp4ze2u8ncdz2n644v6da2waxsu27ha,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1mddxa63gl83d8vzkpl3kwtta790r0na6aguuvn,2,0.003921569,12263.87843,122310.4314,80.76078431
stars12rn5d26p6c8d6vg8r36p6fyk6dfreyj3aq49hr,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1awzq5gzp6yhhysxnawcv4u6v6dsc7zp9pexqqv,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1nsd27h4stw288x700t200hs7x4m5rny7fkh7jy,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1t3humsgt6jngxsl6xz63mcjpmlt4u7w5sm74xq,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1fuvcqj8uw8mkysptlfgjjshvn60jvmhr5s7stf,2,0.003921569,12263.87843,122310.4314,80.76078431
stars172t2px5f3f779z8650zwym2kgmq39sfnmmacn5,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1e4qkfvwy4qjn4c0s273kn5p5xk6fe93sccfv2p,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1j24k8uj70f5ryczjzz3r2rfnp9xttluy7z6zmf,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1uzgnpf4lfkl28mdlkqrtvy990suwnklantvjw3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1fxtw3kayz6xq9vq0mjvhg84s72trquj80d5a08,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1f8p7wrsenwe6xug3ue5nsk466dvdf0pld5prqj,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1azes8zlagztlwps95mplm39vwpld08d45ejsww,2,0.003921569,12263.87843,122310.4314,80.76078431
stars10m909dfqxera6fa8ge3t0lwf634qrk80q39pkp,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1kdl7nggj99pupnvhfe3xvzy47280yclvqje80v,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1xg2036e7dp48s9y453277muyk9r35gz6kztkq4,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1j79cx5pvc3qysy7rwpxqpgtuf9eghvzg7ppygd,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1264kuu3yy2frmun6dvkuqky7cwyh3lsg9za7a8,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1rht4rfw56y6megktxznplltm0lx354yvyys0pe,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1zge9wp6e2ty6u4h75qqdfwmhgat7wtxt6pdlz7,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1825tjn0kjas268nc4pnqyw2qtlkeaejrwh6adv,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1q3tz46plr7hsx3qzdssv5f5wy94av3m367uaf2,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1fmx87v522l3nsxkf00657e4npujqeg2yeyhzlg,2,0.003921569,12263.87843,122310.4314,80.76078431
stars162n6pzukg987tywhf5q5h306txxu8v973d5e5n,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1p6efrndeh3szgzdn2jd8axxqq9gvzfgy89lt0c,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1nt3dtd5ygxl8y4gclvdyhujpf3l5prapq0reqd,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1nkvw7get0yzdywcmgl8rdnxusc26j7smyktddw,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1k2ptg3eutafspp67ym2et4rez3fryd4g025fy6,2,0.003921569,12263.87843,122310.4314,80.76078431
stars15c69j67kmws7vd7cxnnh8lcpsjwy2z8rd9wzxh,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1cjqj8u6k80prntfvkuceaj27u53l4fx573eh3g,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1lf3hvh9lva6rn522rgqaz06c52f0233umx02y3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1err5c2tc8ha6qa42tpvedgk585dpj35576ny29,2,0.003921569,12263.87843,122310.4314,80.76078431
stars13jjqwnm726cpy7usztf0nfv22ge2p7sv0sszlc,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1uk945dx6xay4m23qczcctf0gzdwfz8cjgfyn5g,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1k79t3f6rlmx4pa6tel7rux64826cns7ug5cffl,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1gjej6szndkuaadfsu4u8mhrul6qhyfrqrpdtp8,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1ralltvn72rclqtd7szv7h8kckrw2s65t34lnzx,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1ylm75gruqyhfg5dkeh4k53xsfqlumzr2zdrhg3,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1s2u8u36mcrffytug5fammpshg0jk68kgjxm96w,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1c89k3tqd5lw0u06a4t82dkhxm48g5kyl525rlm,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1xk0gj85vv46fke87up0y373sqzarysh39zwxzw,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1kexnyz0vstvztyfcr2ut44w4mgkkuak9lza0f4,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1wmvvnk6gx6gkknvegslgrydmsx2khrdt8jz5xt,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1awfqa6xjgzcfe9w5aaaz7trjcpvd92fjlyzavx,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1c7l3lvqp53fdg4ux8yvemsf540s044ne29gwk4,2,0.003921569,12263.87843,122310.4314,80.76078431
stars107duet5hlzg48v8vxv6uq9k56rgua28f20ru2n,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1rqe8pnvyzyafzlhtp50krxgx4fy2nv7zy9mch0,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1mw06a9076jyaazpnrv8rndmpqlvm7rruzntyfq,2,0.003921569,12263.87843,122310.4314,80.76078431
stars16dyfvwqgq4jz72vzsz6e9wf7dhvqwt7ek6hnrp,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1shj3lsn5hgq3qjpspur2rwrhuhlv7qf47hk2sg,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1w6dpa2l2fc3v2rc9dpuhqg4lt6ykvlqg5np6ps,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1m3yl67vexemvlkwfshy9szyv9ppkz96z40rf0g,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1pygyv2as3w29v663fag0dwherj7j9mvygetnqg,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1e5pz5fzqq6pl6qchzvdsx9rk562wnsucu9x6h5,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1uk0v95xdqhds200wjqnjzkznt83r3apdq8yx4d,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1vurpksphqraat4cxs72p6m7vekg4e0ujd9kgx6,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1h43066jseeqn5hm7ljg0jl9uuh9u5k49tyv4aw,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1zhv6enwzn04gsx70755xluxs6n62fwxjzaea4c,2,0.003921569,12263.87843,122310.4314,80.76078431
stars15wc3nh3m676crk6g37mvuxkpvhvm8vyfdwa536,2,0.003921569,12263.87843,122310.4314,80.76078431
stars17h9ylpu8dtunv3zpdn4vxnpwkw0h5wapn0p29f,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1fnp5wdq4l9ed287698xcykwlj0g0dmcuwqlmuf,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1lmcj3526qu2sa3lx699qu705lz9hkgfx0w70pj,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14wv69kzef4lc09p39tn4hpzwu5x8tvdwnvlnrl,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1mdsgxavm5nhee2mmxkvlxe687xul776pvg30rt,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1elw7dfkar9wgg5em7ddsz6u3t3yw9wg878qm5f,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1rfv3z48w8u8hh744kkrl85rquhus2yzvtnjjvn,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1rgv0puw8xklr9f90hsw0za4dlpahygty5tf95d,2,0.003921569,12263.87843,122310.4314,80.76078431
stars14fuplj7pmax2fcn0sjm98cd8zjlmv9k5h3wdhn,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1ap6adasc8tlumd9a2kwvaprf0x6wf4s6sj5f6a,2,0.003921569,12263.87843,122310.4314,80.76078431
stars1hc2trn26vu78t6f2mj4mgxhphkse0h2h8wrthe,2,0.003921569,12263.87843,122310.4314,80.76078431
