address,balance
osmo19q2h8237906pk5w3e2l7lauej3j4uzuh6tnu9z,42.18
osmo19pnlpv79e4l8z07tm5jdxa4hrdnug2vqe36x68,1.900421
osmo19rgz75zd7zclkdenegwex4j92g4a8ntctrgqj3,2.52
osmo19rw8uxxkmzs6sppx2lx7mlujq23tu7yh7a5633,42.18
osmo19rn0k7yajkj9kkwqzveklc8ptats43u8h66wyj,31.08
osmo19r5vqk7rj2p3ryjx9d5p0ap3k4uwp20ngwr5uc,15.32
osmo19y0q6r3stt3k2t9aye2tnyx6kpyq5gnmf7m6u5,35.52
osmo19y00m48c55re3hk8xskauvq9ny9gpftwx8pj8u,2.0
osmo19yssr677uxtauv8hpfg4t4ystqx4dj9xv8gv5u,240.852517
osmo19y4rc04afsrst5sulwrykcr4nq9pm2lnst8sk3,92.030653
osmo199ljhagf55twqa2weywrqacj0wsaax9elea6ut,33.3
osmo19xptgwtj4788hle5pp9aezy75e96hslsp690sd,19.820516
osmo19xz6nl55znkg4s8zan8qlly5sq7q0z7373zzxf,2.0
osmo198pkgacchjarg02tk68tw2j3yw3qxrlung2v6g,0.009216
osmo198u3plqh2dmjwkmcpey7rhn96z8wp7hgz7xfvc,46.619999
osmo19gtsclg40ala5f7u855w3klykt4rjly9eragku,26.64
osmo19gsfqqtwj8c3wu7gsa5lxfpz50e32rhgj8umzt,2.22
osmo19g4h644j3z3dd98c0lg0xmjex8axerrgqurwyu,141.942309
osmo19f99ha04e4s98e9wjguju7vcfnq6w7ca0z3vuv,2.0
osmo19t5z9l4accyl6mz428stv0jyw30340sm3f9yqd,41.98496
osmo19vf5mfr40awvkefw69nl6p3mmlsnacmmzu45k9,0.230626
osmo19dzm7pe799mpp4jfygluc29al0w2ehhtasezxs,2.0
osmo19dw7kmz92whcmxj5mu2kur4nlskuua9vgx27y4,35.52
osmo190fxhdy90njdcvfqdqm4twzt2jhnxcf4taljll,35.52
osmo1905any22zesht2td96ycftkfe8yjdt3plgsuql,4.44
osmo1904h4pkdezcm7xcxrcum7cckr4wel3ka3qlg7v,20.44949
osmo193v4c78xx88mcxj3dlw4ns8tkpra7p3k8dk9ju,35.52
osmo19j0kx8g09nah8dkrw9f9svt4f0ntgyz96spza2,42.18
osmo19j660y92dzgwnrq7jzswy0k7nt937n0fkawuqu,33.3
osmo19njf667kw2acwfpapupm5z4tfckfjyy955rfww,13.32
osmo1959fypav2fca820ctjr6vauynyk980j6uy7cyv,8.88
osmo195kxar7zdq7gx7cyk34prs8mcemwfphstscw6p,100489.925553
osmo195uj7x3fst0pxm7vcwxdk8t05w6fnqwwqnnmcg,15.1
